"c","Year","capacity_scenario","kwh_veh"
"Israel",2046,"Baseline",68.819495314728
"Israel",2046,"Low Capacity",45
"Israel",2046,"High Capacity",90
"Italy",2046,"Baseline",56.5289894671783
"Italy",2046,"Low Capacity",45
"Italy",2046,"High Capacity",90
"Japan",2046,"Baseline",52.5765466816648
"Japan",2046,"Low Capacity",45
"Japan",2046,"High Capacity",90
"Kenya",2046,"Baseline",41.7029748283753
"Kenya",2046,"Low Capacity",45
"Kenya",2046,"High Capacity",90
"Malaysia",2046,"Baseline",66.1869198670891
"Malaysia",2046,"Low Capacity",45
"Malaysia",2046,"High Capacity",90
"Mexico",2046,"Baseline",66.3715422222222
"Mexico",2046,"Low Capacity",45
"Mexico",2046,"High Capacity",90
"Morocco",2046,"Baseline",47.8910769230769
"Morocco",2046,"Low Capacity",45
"Morocco",2046,"High Capacity",90
"Netherlands",2046,"Baseline",70.2790739559975
"Netherlands",2046,"Low Capacity",45
"Netherlands",2046,"High Capacity",90
"New Zealand",2046,"Baseline",71.8295861642989
"New Zealand",2046,"Low Capacity",45
"New Zealand",2046,"High Capacity",90
"Nigeria",2046,"Baseline",58.1087719298245
"Nigeria",2046,"Low Capacity",45
"Nigeria",2046,"High Capacity",90
"Norway",2046,"Baseline",72.929133721794
"Norway",2046,"Low Capacity",45
"Norway",2046,"High Capacity",90
"Pakistan",2046,"Baseline",45.6427536231884
"Pakistan",2046,"Low Capacity",45
"Pakistan",2046,"High Capacity",90
"Peru",2046,"Baseline",64.9736342042755
"Peru",2046,"Low Capacity",45
"Peru",2046,"High Capacity",90
"Philippines",2046,"Baseline",61.9099099099099
"Philippines",2046,"Low Capacity",45
"Philippines",2046,"High Capacity",90
"Poland",2046,"Baseline",69.8442119550464
"Poland",2046,"Low Capacity",45
"Poland",2046,"High Capacity",90
"Portugal",2046,"Baseline",66.3848155792874
"Portugal",2046,"Low Capacity",45
"Portugal",2046,"High Capacity",90
"Rest of EU",2046,"Baseline",68.4072204674668
"Rest of EU",2046,"Low Capacity",45
"Rest of EU",2046,"High Capacity",90
"Rest of Middle East/Africa",2046,"Baseline",66.8747598146794
"Rest of Middle East/Africa",2046,"Low Capacity",45
"Rest of Middle East/Africa",2046,"High Capacity",90
"Rest of South America",2046,"Baseline",62.65970280846
"Rest of South America",2046,"Low Capacity",45
"Rest of South America",2046,"High Capacity",90
"Rest of South Asia/Oceania",2046,"Baseline",68.9418850202429
"Rest of South Asia/Oceania",2046,"Low Capacity",45
"Rest of South Asia/Oceania",2046,"High Capacity",90
"Romania",2046,"Baseline",55.5785688005887
"Romania",2046,"Low Capacity",45
"Romania",2046,"High Capacity",90
"Russia",2046,"Baseline",58.3134666955017
"Russia",2046,"Low Capacity",45
"Russia",2046,"High Capacity",90
"Saudi Arabia",2046,"Baseline",90.8918686052773
"Saudi Arabia",2046,"Low Capacity",45
"Saudi Arabia",2046,"High Capacity",90
"Singapore",2046,"Baseline",67.5081697525807
"Singapore",2046,"Low Capacity",45
"Singapore",2046,"High Capacity",90
"Slovakia",2046,"Baseline",72.2436394271272
"Slovakia",2046,"Low Capacity",45
"Slovakia",2046,"High Capacity",90
"South Africa",2046,"Baseline",77.3991678224688
"South Africa",2046,"Low Capacity",45
"South Africa",2046,"High Capacity",90
"South Korea",2046,"Baseline",68.2738313128486
"South Korea",2046,"Low Capacity",45
"South Korea",2046,"High Capacity",90
"Spain",2046,"Baseline",65.8674816903183
"Spain",2046,"Low Capacity",45
"Spain",2046,"High Capacity",90
"Sweden",2046,"Baseline",74.1467913472337
"Sweden",2046,"Low Capacity",45
"Sweden",2046,"High Capacity",90
"Switzerland",2046,"Baseline",71.2739332558526
"Switzerland",2046,"Low Capacity",45
"Switzerland",2046,"High Capacity",90
"Thailand",2046,"Baseline",59.1096653187645
"Thailand",2046,"Low Capacity",45
"Thailand",2046,"High Capacity",90
"Turkey",2046,"Baseline",69.232699754363
"Turkey",2046,"Low Capacity",45
"Turkey",2046,"High Capacity",90
"United Arab Emirates",2046,"Baseline",82.3589372266225
"United Arab Emirates",2046,"Low Capacity",45
"United Arab Emirates",2046,"High Capacity",90
"United Kingdom",2046,"Baseline",70.6342010422866
"United Kingdom",2046,"Low Capacity",45
"United Kingdom",2046,"High Capacity",90
"United States",2046,"Baseline",87.0557473819442
"United States",2046,"Low Capacity",45
"United States",2046,"High Capacity",90
"Uruguay",2046,"Baseline",53.4092373424482
"Uruguay",2046,"Low Capacity",45
"Uruguay",2046,"High Capacity",90
"Venezuela",2046,"Baseline",62.65970280846
"Venezuela",2046,"Low Capacity",45
"Venezuela",2046,"High Capacity",90
"Vietnam",2046,"Baseline",52.3028665707267
"Vietnam",2046,"Low Capacity",45
"Vietnam",2046,"High Capacity",90
"Western Europe non EU",2046,"Baseline",71.0232039131764
"Western Europe non EU",2046,"Low Capacity",45
"Western Europe non EU",2046,"High Capacity",90
"Algeria",2047,"Baseline",76.9666666666667
"Algeria",2047,"Low Capacity",45
"Algeria",2047,"High Capacity",90
"Argentina",2047,"Baseline",44.7060941828255
"Argentina",2047,"Low Capacity",45
"Argentina",2047,"High Capacity",90
"Australia",2047,"Baseline",68.6759738338648
"Australia",2047,"Low Capacity",45
"Australia",2047,"High Capacity",90
"Austria",2047,"Baseline",71.8900261533633
"Austria",2047,"Low Capacity",45
"Austria",2047,"High Capacity",90
"Belgium",2047,"Baseline",73.2548605610748
"Belgium",2047,"Low Capacity",45
"Belgium",2047,"High Capacity",90
"Bolivia",2047,"Baseline",59.282962962963
"Bolivia",2047,"Low Capacity",45
"Bolivia",2047,"High Capacity",90
"Brazil",2047,"Baseline",48.4002018558217
"Brazil",2047,"Low Capacity",45
"Brazil",2047,"High Capacity",90
"Canada",2047,"Baseline",80.0832013922788
"Canada",2047,"Low Capacity",45
"Canada",2047,"High Capacity",90
"Chile",2047,"Baseline",66.5496158392435
"Chile",2047,"Low Capacity",45
"Chile",2047,"High Capacity",90
"China",2047,"Baseline",57.1489002485433
"China",2047,"Low Capacity",45
"China",2047,"High Capacity",90
"Colombia",2047,"Baseline",56.4497612243016
"Colombia",2047,"Low Capacity",45
"Colombia",2047,"High Capacity",90
"Czechia",2047,"Baseline",70.2204309656824
"Czechia",2047,"Low Capacity",45
"Czechia",2047,"High Capacity",90
"Denmark",2047,"Baseline",73.6670596711862
"Denmark",2047,"Low Capacity",45
"Denmark",2047,"High Capacity",90
"Eastern Europe/Central Asia",2047,"Baseline",73.0066413050487
"Eastern Europe/Central Asia",2047,"Low Capacity",45
"Eastern Europe/Central Asia",2047,"High Capacity",90
"Egypt",2047,"Baseline",69.0582375478927
"Egypt",2047,"Low Capacity",45
"Egypt",2047,"High Capacity",90
"Ethiopia",2047,"Baseline",58.3735294117647
"Ethiopia",2047,"Low Capacity",45
"Ethiopia",2047,"High Capacity",90
"Finland",2047,"Baseline",74.1119996496453
"Finland",2047,"Low Capacity",45
"Finland",2047,"High Capacity",90
"France",2047,"Baseline",57.8118241624981
"France",2047,"Low Capacity",45
"France",2047,"High Capacity",90
"Germany",2047,"Baseline",72.0540909761545
"Germany",2047,"Low Capacity",45
"Germany",2047,"High Capacity",90
"Greece",2047,"Baseline",64.8040218270008
"Greece",2047,"Low Capacity",45
"Greece",2047,"High Capacity",90
"Hungary",2047,"Baseline",66.7082368609774
"Hungary",2047,"Low Capacity",45
"Hungary",2047,"High Capacity",90
"India",2047,"Baseline",33.7464546968929
"India",2047,"Low Capacity",45
"India",2047,"High Capacity",90
"Indonesia",2047,"Baseline",51.361985933142
"Indonesia",2047,"Low Capacity",45
"Indonesia",2047,"High Capacity",90
"Iran",2047,"Baseline",66.8747598146794
"Iran",2047,"Low Capacity",45
"Iran",2047,"High Capacity",90
"Ireland",2047,"Baseline",70.7407131192161
"Ireland",2047,"Low Capacity",45
"Ireland",2047,"High Capacity",90
"Israel",2047,"Baseline",68.819495314728
"Israel",2047,"Low Capacity",45
"Israel",2047,"High Capacity",90
"Italy",2047,"Baseline",56.5289894671783
"Italy",2047,"Low Capacity",45
"Italy",2047,"High Capacity",90
"Japan",2047,"Baseline",52.5765466816648
"Japan",2047,"Low Capacity",45
"Japan",2047,"High Capacity",90
"Kenya",2047,"Baseline",41.7029748283753
"Kenya",2047,"Low Capacity",45
"Kenya",2047,"High Capacity",90
"Malaysia",2047,"Baseline",66.1869198670891
"Malaysia",2047,"Low Capacity",45
"Malaysia",2047,"High Capacity",90
"Mexico",2047,"Baseline",66.3715422222222
"Mexico",2047,"Low Capacity",45
"Mexico",2047,"High Capacity",90
"Morocco",2047,"Baseline",47.8910769230769
"Morocco",2047,"Low Capacity",45
"Morocco",2047,"High Capacity",90
"Netherlands",2047,"Baseline",70.2790739559975
"Netherlands",2047,"Low Capacity",45
"Netherlands",2047,"High Capacity",90
"New Zealand",2047,"Baseline",71.8295861642989
"New Zealand",2047,"Low Capacity",45
"New Zealand",2047,"High Capacity",90
"Nigeria",2047,"Baseline",58.1087719298245
"Nigeria",2047,"Low Capacity",45
"Nigeria",2047,"High Capacity",90
"Norway",2047,"Baseline",72.929133721794
"Norway",2047,"Low Capacity",45
"Norway",2047,"High Capacity",90
"Pakistan",2047,"Baseline",45.6427536231884
"Pakistan",2047,"Low Capacity",45
"Pakistan",2047,"High Capacity",90
"Peru",2047,"Baseline",64.9736342042755
"Peru",2047,"Low Capacity",45
"Peru",2047,"High Capacity",90
"Philippines",2047,"Baseline",61.9099099099099
"Philippines",2047,"Low Capacity",45
"Philippines",2047,"High Capacity",90
"Poland",2047,"Baseline",69.8442119550464
"Poland",2047,"Low Capacity",45
"Poland",2047,"High Capacity",90
"Portugal",2047,"Baseline",66.3848155792874
"Portugal",2047,"Low Capacity",45
"Portugal",2047,"High Capacity",90
"Rest of EU",2047,"Baseline",68.4072204674668
"Rest of EU",2047,"Low Capacity",45
"Rest of EU",2047,"High Capacity",90
"Rest of Middle East/Africa",2047,"Baseline",66.8747598146794
"Rest of Middle East/Africa",2047,"Low Capacity",45
"Rest of Middle East/Africa",2047,"High Capacity",90
"Rest of South America",2047,"Baseline",62.65970280846
"Rest of South America",2047,"Low Capacity",45
"Rest of South America",2047,"High Capacity",90
"Rest of South Asia/Oceania",2047,"Baseline",68.9418850202429
"Rest of South Asia/Oceania",2047,"Low Capacity",45
"Rest of South Asia/Oceania",2047,"High Capacity",90
"Romania",2047,"Baseline",55.5785688005887
"Romania",2047,"Low Capacity",45
"Romania",2047,"High Capacity",90
"Russia",2047,"Baseline",58.3134666955017
"Russia",2047,"Low Capacity",45
"Russia",2047,"High Capacity",90
"Saudi Arabia",2047,"Baseline",90.8918686052773
"Saudi Arabia",2047,"Low Capacity",45
"Saudi Arabia",2047,"High Capacity",90
"Singapore",2047,"Baseline",67.5081697525807
"Singapore",2047,"Low Capacity",45
"Singapore",2047,"High Capacity",90
"Slovakia",2047,"Baseline",72.2436394271272
"Slovakia",2047,"Low Capacity",45
"Slovakia",2047,"High Capacity",90
"South Africa",2047,"Baseline",77.3991678224688
"South Africa",2047,"Low Capacity",45
"South Africa",2047,"High Capacity",90
"South Korea",2047,"Baseline",68.2738313128486
"South Korea",2047,"Low Capacity",45
"South Korea",2047,"High Capacity",90
"Spain",2047,"Baseline",65.8674816903183
"Spain",2047,"Low Capacity",45
"Spain",2047,"High Capacity",90
"Sweden",2047,"Baseline",74.1467913472337
"Sweden",2047,"Low Capacity",45
"Sweden",2047,"High Capacity",90
"Switzerland",2047,"Baseline",71.2739332558526
"Switzerland",2047,"Low Capacity",45
"Switzerland",2047,"High Capacity",90
"Thailand",2047,"Baseline",59.1096653187645
"Thailand",2047,"Low Capacity",45
"Thailand",2047,"High Capacity",90
"Turkey",2047,"Baseline",69.232699754363
"Turkey",2047,"Low Capacity",45
"Turkey",2047,"High Capacity",90
"United Arab Emirates",2047,"Baseline",82.3589372266225
"United Arab Emirates",2047,"Low Capacity",45
"United Arab Emirates",2047,"High Capacity",90
"United Kingdom",2047,"Baseline",70.6342010422866
"United Kingdom",2047,"Low Capacity",45
"United Kingdom",2047,"High Capacity",90
"United States",2047,"Baseline",87.0557473819442
"United States",2047,"Low Capacity",45
"United States",2047,"High Capacity",90
"Uruguay",2047,"Baseline",53.4092373424482
"Uruguay",2047,"Low Capacity",45
"Uruguay",2047,"High Capacity",90
"Venezuela",2047,"Baseline",62.65970280846
"Venezuela",2047,"Low Capacity",45
"Venezuela",2047,"High Capacity",90
"Vietnam",2047,"Baseline",52.3028665707267
"Vietnam",2047,"Low Capacity",45
"Vietnam",2047,"High Capacity",90
"Western Europe non EU",2047,"Baseline",71.0232039131764
"Western Europe non EU",2047,"Low Capacity",45
"Western Europe non EU",2047,"High Capacity",90
"Algeria",2048,"Baseline",76.9666666666667
"Algeria",2048,"Low Capacity",45
"Algeria",2048,"High Capacity",90
"Argentina",2048,"Baseline",44.7060941828255
"Argentina",2048,"Low Capacity",45
"Argentina",2048,"High Capacity",90
"Australia",2048,"Baseline",68.6759738338648
"Australia",2048,"Low Capacity",45
"Australia",2048,"High Capacity",90
"Austria",2048,"Baseline",71.8900261533633
"Austria",2048,"Low Capacity",45
"Austria",2048,"High Capacity",90
"Belgium",2048,"Baseline",73.2548605610748
"Belgium",2048,"Low Capacity",45
"Belgium",2048,"High Capacity",90
"Bolivia",2048,"Baseline",59.282962962963
"Bolivia",2048,"Low Capacity",45
"Bolivia",2048,"High Capacity",90
"Brazil",2048,"Baseline",48.4002018558217
"Brazil",2048,"Low Capacity",45
"Brazil",2048,"High Capacity",90
"Canada",2048,"Baseline",80.0832013922788
"Canada",2048,"Low Capacity",45
"Canada",2048,"High Capacity",90
"Chile",2048,"Baseline",66.5496158392435
"Chile",2048,"Low Capacity",45
"Chile",2048,"High Capacity",90
"China",2048,"Baseline",57.1489002485433
"China",2048,"Low Capacity",45
"China",2048,"High Capacity",90
"Colombia",2048,"Baseline",56.4497612243016
"Colombia",2048,"Low Capacity",45
"Colombia",2048,"High Capacity",90
"Czechia",2048,"Baseline",70.2204309656824
"Czechia",2048,"Low Capacity",45
"Czechia",2048,"High Capacity",90
"Denmark",2048,"Baseline",73.6670596711862
"Denmark",2048,"Low Capacity",45
"Denmark",2048,"High Capacity",90
"Eastern Europe/Central Asia",2048,"Baseline",73.0066413050487
"Eastern Europe/Central Asia",2048,"Low Capacity",45
"Eastern Europe/Central Asia",2048,"High Capacity",90
"Egypt",2048,"Baseline",69.0582375478927
"Egypt",2048,"Low Capacity",45
"Egypt",2048,"High Capacity",90
"Ethiopia",2048,"Baseline",58.3735294117647
"Ethiopia",2048,"Low Capacity",45
"Ethiopia",2048,"High Capacity",90
"Finland",2048,"Baseline",74.1119996496453
"Finland",2048,"Low Capacity",45
"Finland",2048,"High Capacity",90
"France",2048,"Baseline",57.8118241624981
"France",2048,"Low Capacity",45
"France",2048,"High Capacity",90
"Germany",2048,"Baseline",72.0540909761545
"Germany",2048,"Low Capacity",45
"Germany",2048,"High Capacity",90
"Greece",2048,"Baseline",64.8040218270008
"Greece",2048,"Low Capacity",45
"Greece",2048,"High Capacity",90
"Hungary",2048,"Baseline",66.7082368609774
"Hungary",2048,"Low Capacity",45
"Hungary",2048,"High Capacity",90
"India",2048,"Baseline",33.7464546968929
"India",2048,"Low Capacity",45
"India",2048,"High Capacity",90
"Indonesia",2048,"Baseline",51.361985933142
"Indonesia",2048,"Low Capacity",45
"Indonesia",2048,"High Capacity",90
"Iran",2048,"Baseline",66.8747598146794
"Iran",2048,"Low Capacity",45
"Iran",2048,"High Capacity",90
"Ireland",2048,"Baseline",70.7407131192161
"Ireland",2048,"Low Capacity",45
"Ireland",2048,"High Capacity",90
"Israel",2048,"Baseline",68.819495314728
"Israel",2048,"Low Capacity",45
"Israel",2048,"High Capacity",90
"Italy",2048,"Baseline",56.5289894671783
"Italy",2048,"Low Capacity",45
"Italy",2048,"High Capacity",90
"Japan",2048,"Baseline",52.5765466816648
"Japan",2048,"Low Capacity",45
"Japan",2048,"High Capacity",90
"Kenya",2048,"Baseline",41.7029748283753
"Kenya",2048,"Low Capacity",45
"Kenya",2048,"High Capacity",90
"Malaysia",2048,"Baseline",66.1869198670891
"Malaysia",2048,"Low Capacity",45
"Malaysia",2048,"High Capacity",90
"Mexico",2048,"Baseline",66.3715422222222
"Mexico",2048,"Low Capacity",45
"Mexico",2048,"High Capacity",90
"Morocco",2048,"Baseline",47.8910769230769
"Morocco",2048,"Low Capacity",45
"Morocco",2048,"High Capacity",90
"Netherlands",2048,"Baseline",70.2790739559975
"Netherlands",2048,"Low Capacity",45
"Netherlands",2048,"High Capacity",90
"New Zealand",2048,"Baseline",71.8295861642989
"New Zealand",2048,"Low Capacity",45
"New Zealand",2048,"High Capacity",90
"Nigeria",2048,"Baseline",58.1087719298245
"Nigeria",2048,"Low Capacity",45
"Nigeria",2048,"High Capacity",90
"Norway",2048,"Baseline",72.929133721794
"Norway",2048,"Low Capacity",45
"Norway",2048,"High Capacity",90
"Pakistan",2048,"Baseline",45.6427536231884
"Pakistan",2048,"Low Capacity",45
"Pakistan",2048,"High Capacity",90
"Peru",2048,"Baseline",64.9736342042755
"Peru",2048,"Low Capacity",45
"Peru",2048,"High Capacity",90
"Philippines",2048,"Baseline",61.9099099099099
"Philippines",2048,"Low Capacity",45
"Philippines",2048,"High Capacity",90
"Poland",2048,"Baseline",69.8442119550464
"Poland",2048,"Low Capacity",45
"Poland",2048,"High Capacity",90
"Portugal",2048,"Baseline",66.3848155792874
"Portugal",2048,"Low Capacity",45
"Portugal",2048,"High Capacity",90
"Rest of EU",2048,"Baseline",68.4072204674668
"Rest of EU",2048,"Low Capacity",45
"Rest of EU",2048,"High Capacity",90
"Rest of Middle East/Africa",2048,"Baseline",66.8747598146794
"Rest of Middle East/Africa",2048,"Low Capacity",45
"Rest of Middle East/Africa",2048,"High Capacity",90
"Rest of South America",2048,"Baseline",62.65970280846
"Rest of South America",2048,"Low Capacity",45
"Rest of South America",2048,"High Capacity",90
"Rest of South Asia/Oceania",2048,"Baseline",68.9418850202429
"Rest of South Asia/Oceania",2048,"Low Capacity",45
"Rest of South Asia/Oceania",2048,"High Capacity",90
"Romania",2048,"Baseline",55.5785688005887
"Romania",2048,"Low Capacity",45
"Romania",2048,"High Capacity",90
"Russia",2048,"Baseline",58.3134666955017
"Russia",2048,"Low Capacity",45
"Russia",2048,"High Capacity",90
"Saudi Arabia",2048,"Baseline",90.8918686052773
"Saudi Arabia",2048,"Low Capacity",45
"Saudi Arabia",2048,"High Capacity",90
"Singapore",2048,"Baseline",67.5081697525807
"Singapore",2048,"Low Capacity",45
"Singapore",2048,"High Capacity",90
"Slovakia",2048,"Baseline",72.2436394271272
"Slovakia",2048,"Low Capacity",45
"Slovakia",2048,"High Capacity",90
"South Africa",2048,"Baseline",77.3991678224688
"South Africa",2048,"Low Capacity",45
"South Africa",2048,"High Capacity",90
"South Korea",2048,"Baseline",68.2738313128486
"South Korea",2048,"Low Capacity",45
"South Korea",2048,"High Capacity",90
"Spain",2048,"Baseline",65.8674816903183
"Spain",2048,"Low Capacity",45
"Spain",2048,"High Capacity",90
"Sweden",2048,"Baseline",74.1467913472337
"Sweden",2048,"Low Capacity",45
"Sweden",2048,"High Capacity",90
"Switzerland",2048,"Baseline",71.2739332558526
"Switzerland",2048,"Low Capacity",45
"Switzerland",2048,"High Capacity",90
"Thailand",2048,"Baseline",59.1096653187645
"Thailand",2048,"Low Capacity",45
"Thailand",2048,"High Capacity",90
"Turkey",2048,"Baseline",69.232699754363
"Turkey",2048,"Low Capacity",45
"Turkey",2048,"High Capacity",90
"United Arab Emirates",2048,"Baseline",82.3589372266225
